timestamp,energy
2023-01-01 00:00:00,204.96714153011231
2023-01-01 01:00:00,201.1188148237171
2023-01-01 02:00:00,211.4735361891589
2023-01-01 03:00:00,222.70962830979582
2023-01-01 04:00:00,207.60174306964154
2023-01-01 05:00:00,210.040951534565
2023-01-01 06:00:00,230.58248221340162
2023-01-01 07:00:00,224.83569208968987
2023-01-01 08:00:00,214.79461135433652
2023-01-01 09:00:00,227.1941552744548
2023-01-01 10:00:00,219.3590585243301
2023-01-01 11:00:00,221.50052784115417
2023-01-01 12:00:00,230.6765261452617
2023-01-01 13:00:00,211.1524100553866
2023-01-01 14:00:00,214.98849439991588
2023-01-01 15:00:00,228.48651889981355
2023-01-01 16:00:00,225.76737800250206
2023-01-01 17:00:00,240.73455734345853
2023-01-01 18:00:00,230.11408927725438
2023-01-01 19:00:00,226.5753774368547
2023-01-01 20:00:00,256.75705800363556
2023-01-01 21:00:00,241.13952294242503
2023-01-01 22:00:00,245.26059579132365
2023-01-01 23:00:00,231.4141964463874
2023-01-02 00:00:00,241.17985665576228
2023-01-02 01:00:00,248.57814709079744
2023-01-02 02:00:00,236.6853375285432
2023-01-02 03:00:00,252.55790127397873
2023-01-02 04:00:00,243.27796082220135
2023-01-02 05:00:00,246.72740496286806
2023-01-02 06:00:00,243.8629375851699
2023-01-02 07:00:00,268.5135230964974
2023-01-02 08:00:00,249.8413055047769
2023-01-02 09:00:00,239.25954014376117
2023-01-02 10:00:00,257.7976551129104
2023-01-02 11:00:00,236.97517322265603
2023-01-02 12:00:00,250.76046980821596
2023-01-02 13:00:00,228.44145889527405
2023-01-02 14:00:00,234.00231508719568
2023-01-02 15:00:00,248.38038088592205
2023-01-02 16:00:00,252.8077897172251
2023-01-02 17:00:00,246.03440060343223
2023-01-02 18:00:00,241.9508282853329
2023-01-02 19:00:00,238.77490587281443
2023-01-02 20:00:00,225.57470239288568
2023-01-02 21:00:00,231.6343788753336
2023-01-02 22:00:00,232.60207570910202
2023-01-02 23:00:00,246.0621401155036
2023-01-03 00:00:00,237.12066872528192
2023-01-03 01:00:00,214.16328997516283
2023-01-03 02:00:00,233.0641101101093
2023-01-03 03:00:00,223.92733457694243
2023-01-03 04:00:00,218.8942543747298
2023-01-03 05:00:00,229.60128048570442
2023-01-03 06:00:00,231.55673942835415
2023-01-03 07:00:00,228.26855985632255
2023-01-03 08:00:00,208.22512348843935
2023-01-03 09:00:00,211.14509724839098
2023-01-03 10:00:00,215.134120705965
2023-01-03 11:00:00,219.13159631718568
2023-01-03 12:00:00,202.11557891036887
2023-01-03 13:00:00,202.5646084850286
2023-01-03 14:00:00,190.8606526513761
2023-01-03 15:00:00,187.45992165597843
2023-01-03 16:00:00,205.04667924850534
2023-01-03 17:00:00,207.99096469178153
2023-01-03 18:00:00,191.22956014660193
2023-01-03 19:00:00,199.526249247056
2023-01-03 20:00:00,190.6748592530253
2023-01-03 21:00:00,178.2072919812713
2023-01-03 22:00:00,185.91085868438756
2023-01-03 23:00:00,195.36001853124395
2023-01-04 00:00:00,177.3542833644843
2023-01-04 01:00:00,191.14768979436928
2023-01-04 02:00:00,147.1538684107451
2023-01-04 03:00:00,179.4871519216989
2023-01-04 04:00:00,170.12736352130926
2023-01-04 05:00:00,164.33258093466807
2023-01-04 06:00:00,166.3878637148454
2023-01-04 07:00:00,143.82864752695912
2023-01-04 08:00:00,159.8326004490738
2023-01-04 09:00:00,164.02052468325022
2023-01-04 10:00:00,173.7474729286941
2023-01-04 11:00:00,152.407726491509
2023-01-04 12:00:00,148.2336029579063
2023-01-04 13:00:00,150.1384784113871
2023-01-04 14:00:00,163.25989087113828
2023-01-04 15:00:00,156.45814278163982
2023-01-04 16:00:00,147.0550750715593
2023-01-04 17:00:00,156.7867288524758
2023-01-04 18:00:00,152.04728910439576
2023-01-04 19:00:00,160.30795072561241
2023-01-04 20:00:00,143.26962478321457
2023-01-04 21:00:00,146.8066866987579
2023-01-04 22:00:00,146.0803946637327
2023-01-04 23:00:00,135.40971527853338
2023-01-05 00:00:00,153.17456796378852
2023-01-05 01:00:00,153.11710820997212
2023-01-05 02:00:00,150.9748359207825
2023-01-05 03:00:00,149.1178867225342
2023-01-05 04:00:00,137.97166560974213
2023-01-05 05:00:00,148.70043604405168
2023-01-05 06:00:00,150.37920431997875
2023-01-05 07:00:00,146.79872829437184
2023-01-05 08:00:00,154.33694422773596
2023-01-05 09:00:00,161.22893331590964
2023-01-05 10:00:00,177.39612809551969
2023-01-05 11:00:00,161.72974183320943
2023-01-05 12:00:00,164.10938178152153
2023-01-05 13:00:00,162.43567069774343
2023-01-05 14:00:00,145.73088448244755
2023-01-05 15:00:00,166.47978549656673
2023-01-05 16:00:00,169.25684079223234
2023-01-05 17:00:00,195.2750784855583
2023-01-05 18:00:00,170.78069139424787
2023-01-05 19:00:00,177.84977980530294
2023-01-05 20:00:00,176.6802211177368
2023-01-05 21:00:00,167.59112554830602
2023-01-05 22:00:00,193.0085993455142
2023-01-05 23:00:00,191.44829848034632
2023-01-06 00:00:00,194.22813422930028
2023-01-06 01:00:00,179.64705363897934
2023-01-06 02:00:00,205.22018289666872
2023-01-06 03:00:00,179.64709965985907
2023-01-06 04:00:00,202.02341610794474
2023-01-06 05:00:00,220.5582664413807
2023-01-06 06:00:00,191.25058370746885
2023-01-06 07:00:00,197.9923113868494
